arxiv_id,authors,title,abstract,category
arXiv:1412.8749,J. L. Han et al.,Three-dimensional Tomography of the Galactic and Extragalactic Magnetoionic Medium with the SKA,"The magneto-ionic structures of the interstellar medium of the Milky Way and the intergalactic medium are still poorly understood, especially at distances larger than a few kiloparsecs from the Sun. The three-dimensional (3D) structure of the Galactic magnetic field and electron density distribution may be probed through observations of radio pulsars, primarily owing to their compact nature, high velocities, and highly-polarized short-duration radio pulses. Phase 1 of the SKA, i.e. SKA1, will increase the known pulsar population by an order of magnitude, and the full SKA, i.e. SKA2, will discover pulsars in the most distant regions of our Galaxy. SKA1-VLBI will produce model-independent distances to a large number of pulsars, and wide-band polarization observations by SKA1-LOW and SKA1-MID will yield high precision dispersion measure, scattering measure, and rotation measure estimates along thousands of lines of sight. When combined, these observations will enable detailed tomography of the large-scale magneto-ionic structure of both the Galactic disk and the Galactic halo. Turbulence in the interstellar medium can be studied through the variations of these observables and the dynamic spectra of pulsar flux densities. SKA1-LOW and SKA1-MID will monitor interstellar weather and produce sensitive dynamic and secondary spectra of pulsar scintillation, which can be used to make speckle images of the ISM, study turbulence on scales between ~10^8 and ~10^13 m, and probe pulsar emission regions on scales down to $\sim$10 km. In addition, extragalactic pulsars or fast radio bursts to be discovered by SKA1 and SKA2 can be used to probe the electron density distribution and magnetic fields in the intergalactic medium beyond the Milky Way.",astro-ph.GA
arXiv:1412.7825,"Aiichi Iwazaki, ",Fast Radio Bursts from Axion Stars,"Axions are one of the most promising candidates of dark matter. The axions have been shown to form miniclusters with masses $\sim 10^{-12}M_{\odot}$ and to become dominant component of dark matter. Some of the axion miniclusters condense to form axion stars. We have recently shown a possible origin of fast radio bursts ( FRBs ) by assuming that the axion stars are main component of halos: FRBs arise from the collisions between the axion stars and neutron stars. It is remarkable that the masses of the axion stars obtained by the comparison of the theoretical and observational event rates are coincident with the mass $\sim 10^{-12}M_{\odot}$. In this paper, we describe our model of FRBs in detail. We derive the approximate solutions of the axion stars with large radii and constraint their masses for the approximation to be valid. The FRBs are emitted by electrons in atmospheres of neutron stars. By calculating the optical depth of the atmospheres, we show that they are transparent for the radiations with the frequency given by the axion mass $m_a$ such as $m_a/2\pi\simeq 2.4$GHz$(m_a/10^{-5}\rm eV)$. Although the radiations are linearly polarized when they are emitted, they are shown to be circularly polarized after they pass magnetospheres of neutron stars. We also show that the FRBs are not broadband and their frequencies have finite bandwidths owing to the thermal fluctuations of the electrons in the atmospheres of the neutron stars. The presence of the finite bandwidths is a distinctive feature of our model and can be tested observationally. Furthermore, we show that similar FRBs may arise when the axion stars collide with magnetic white dwarfs $B\sim 10^9$G. The distinctive feature is that the durations of the bursts are of the order of $0.1$second.",hep-ph
arXiv:1412.7536,Casey J. Law et al.,A Millisecond Interferometric Search for Fast Radio Bursts with the Very Large Array,"We report on the first millisecond timescale radio interferometric search for the new class of transient known as fast radio bursts (FRBs). We used the Very Large Array (VLA) for a 166-hour, millisecond imaging campaign to detect and precisely localize an FRB. We observed at 1.4 GHz and produced visibilities with 5 ms time resolution over 256 MHz of bandwidth. Dedispersed images were searched for transients with dispersion measures from 0 to 3000 pc/cm3. No transients were detected in observations of high Galactic latitude fields taken from September 2013 though October 2014. Observations of a known pulsar show that images typically had a thermal-noise limited sensitivity of 120 mJy/beam (8 sigma; Stokes I) in 5 ms and could detect and localize transients over a wide field of view. Our nondetection limits the FRB rate to less than 7e4/sky/day (95% confidence) above a fluence limit of 1.2 Jy-ms. Assuming a Euclidean flux distribution, the VLA rate limit is inconsistent with the published rate of Thornton et al. We recalculate previously published rates with a homogeneous consideration of the effects of primary beam attenuation, dispersion, pulse width, and sky brightness. This revises the FRB rate downward and shows that the VLA observations had a roughly 60% chance of detecting a typical FRB and that a 95% confidence constraint would require roughly 500 hours of similar VLA observing. Our survey also limits the repetition rate of an FRB to 2 times less than any known repeating millisecond radio transient.",astro-ph.HE
arXiv:1412.6119,"Jim Fuller, Christian Ott, ",Dark Matter-induced Collapse of Neutron Stars: A Possible Link Between Fast Radio Bursts and the Missing Pulsar Problem,"Fast radio bursts (FRBs) are an emerging class of short and bright radio transients whose sources remain enigmatic. Within the galactic center, the non-detection of pulsars within the inner $\sim \!10\,{\rm pc}$ has created a missing pulsar problem that has intensified with time. With all reserve, we advance the notion that the two problems could be linked by a common solution: the collapse of neutron stars (NS) due to capture and sedimentation of dark matter (DM) within their cores. Bramante \& Linden (2014), Phys.\ Rev.\ Lett.~19, 191301 showed that certain DM properties allow for rapid NS collapse within the high DM density environments near galactic centers while permitting NS survival elsewhere. Each DM-induced collapse could generate an FRB as the NS magnetosphere is suddenly expelled. This scenario could explain several features of FRBs: their short time scales, large energies, locally produced scattering tails, and high event rates. We predict that FRBs are localized to galactic centers, and that our own galactic center harbors a large population of NS-mass ($M\sim1.4 M_\odot$) black holes. The DM-induced collapse scenario is intrinsically unlikely because it can only occur in a small region of allowable DM parameter space. However, if observed to occur, it would place tight constraints on DM properties.",astro-ph.HE
arXiv:1412.4829,K. Dolag et al.,Constraints on the distribution and energetics of fast radio bursts using cosmological hydrodynamic simulations,"We present constraints on the origins of fast radio bursts (FRBs) using large cosmological simulations. We calculate contributions to FRB dispersion measures (DMs) from the Milky Way, from the local Universe, from cosmological large-scale structure, and from potential FRB host galaxies, and then compare these simulations to the DMs of observed FRBs. We find that the Milky Way contribution has previously been underestimated by a factor of ~2, and that the foreground-subtracted DMs are consistent with a cosmological origin, corresponding to a source population observable to a maximum redshift z~0.6-0.9. We consider models for the spatial distribution of FRBs in which they are randomly distributed in the Universe, track the star-formation rate of their host galaxies, track total stellar mass, or require a central supermassive black hole. Current data do not discriminate between these possibilities, but the predicted DM distributions for different models will differ considerably once we begin detecting FRBs at higher DMs and higher redshifts. We additionally consider the distribution of FRB fluences, and show that the observations are consistent with FRBs being standard candles, each burst producing the same radiated isotropic energy. The data imply a constant isotropic burst energy of ~7e40 erg if FRBs are embedded in host galaxies, or ~9e40 erg if FRBs are randomly distributed. These energies are 10-100 times larger than had previously been inferred. Within the constraints of the available small sample of data, our analysis favours FRB mechanisms for which the isotropic radiated energy has a narrow distribution in excess of 1e40 erg.",astro-ph.CO
arXiv:1412.1599,"V. Ravi, R. M. Shannon, A. Jameson, ",A fast radio burst in the direction of the Carina dwarf spheroidal galaxy,"We report the real-time discovery of a fast radio burst (FRB 131104) with the Parkes radio telescope in a targeted observation of the Carina dwarf spheroidal galaxy. The dispersion measure of the burst is 779 cm$^{-3}$ pc, exceeding predictions for the maximum line-of-sight Galactic contribution by a factor of 11. The temporal structure of the burst is characterized by an exponential scattering tail with a timescale of 2.0$^{+0.8}_{-0.5}$ ms at 1582 MHz that scales as frequency to the power $-$4.4$^{+1.6}_{-1.8}$ (all uncertainties represent 95% confidence intervals). We bound the intrinsic pulse width to be $<0.64$ ms due to dispersion smearing across a single spectrometer channel. Searches in 78 hours of follow-up observations with the Parkes telescope reveal no additional sporadic emission and no evidence for associated periodic radio emission. We hypothesize that the burst is associated with the Carina dwarf galaxy. Follow-up observations at other wavelengths are necessary to test this hypothesis.",astro-ph.HE
arXiv:1412.0342,E. Petroff et al.,A real-time fast radio burst: polarization detection and multiwavelength follow-up,"Fast radio bursts (FRBs) are one of the most tantalizing mysteries of the radio sky; their progenitors and origins remain unknown and until now no rapid multiwavelength follow-up of an FRB has been possible. New instrumentation has decreased the time between observation and discovery from years to seconds, and enables polarimetry to be performed on FRBs for the first time. We have discovered an FRB (FRB 140514) in real-time on 14 May, 2014 at 17:14:11.06 UTC at the Parkes radio telescope and triggered follow-up at other wavelengths within hours of the event. FRB 140514 was found with a dispersion measure (DM) of 562.7(6) cm$^{-3}$ pc, giving an upper limit on source redshift of $z \lesssim 0.5$. FRB 140514 was found to be 21$\pm$7% (3-$\sigma$) circularly polarized on the leading edge with a 1-$\sigma$ upper limit on linear polarization $<10%$. We conclude that this polarization is intrinsic to the FRB. If there was any intrinsic linear polarization, as might be expected from coherent emission, then it may have been depolarized by Faraday rotation caused by passing through strong magnetic fields and/or high density environments. FRB 140514 was discovered during a campaign to re-observe known FRB fields, and lies close to a previous discovery, FRB 110220; based on the difference in DMs of these bursts and time-on-sky arguments, we attribute the proximity to sampling bias and conclude that they are distinct objects. Follow-up conducted by 12 telescopes observing from X-ray to radio wavelengths was unable to identify a variable multiwavelength counterpart, allowing us to rule out models in which FRBs originate from nearby ($z < 0.3$) supernovae and long duration gamma-ray bursts.",astro-ph.HE
arXiv:1411.5373,"Barak Zackay, Eran O. Ofek, ","An accurate and efficient algorithm for detection of radio bursts with an unknown dispersion measure, for single dish telescopes and interferometers","Astronomical radio bursts disperse while traveling through the interstellar medium. To optimally detect a short-duration signal within a frequency band, we have to precisely compensate for the pulse dispersion, which is a computationally demanding task. We present the Fast Dispersion Measure Transform (FDMT) algorithm for optimal detection of such signals. Our algorithm has a low theoretical complexity of 2N_f N_t+ N_t N_d log_2(N_f) where N_f, N_t and N_d are the numbers of frequency bins, time bins, and dispersion measure bins, respectively. Unlike previously suggested fast algorithms our algorithm conserves the sensitivity of brute force dedispersion. Our tests indicate that this algorithm, running on a standard desktop computer, and implemented in a high-level programming language, is already faster than the state of the art dedispersion codes running on graphical processing units (GPUs). We also present a variant of the algorithm that can be efficiently implemented on GPUs. The latter algorithm's computation and data transport requirements are similar to those of two-dimensional FFT, indicating that incoherent dedispersion can now be considered a non-issue while planning future surveys. We further present a fast algorithm for sensitive dedispersion of pulses shorter than normally allowed by incoherent dedispersion. In typical cases this algorithm is orders of magnitude faster than coherent dedispersion by convolution. We analyze the computational complexity of pulsed signal searches by radio interferometers. We conclude that, using our suggested algorithms, maximally sensitive blind searches for such pulses is feasible using existing facilities. We provide an implementation of these algorithms in Python and MATLAB.",astro-ph.IM
arXiv:1411.3900,"Igor I. Tkachev, ",Fast Radio Bursts and Axion Miniclusters,"Non-linear effects in the evolution of the axion field in the early Universe may lead to the formation of gravitationally bound clumps of axions, known as ""miniclusters"". Minicluster masses should be in the range $M_{\rm mc}\sim10^{-12} M_\odot$, and in plausible early-Universe scenarios a significant fraction of the mass density of the Universe may be in the form of axion miniclusters. Here I argue that observed properties (total energy release, duration, high brightness temperature, event rate) of recently discovered Fast Radio Bursts can be matched in a model which assumes explosive decay of axion miniclusters.",astro-ph.HE
arXiv:1410.4323,"A. Iwazaki, ",Axion Stars and Fast Radio Bursts,"We show that fast radio bursts arise from collisions between axion stars and neutron stars. The bursts are emitted in the atmosphere of the neutron stars. The observed frequencies of the bursts are given by the axion mass $m_a$ such as $m_a/2\pi\simeq 1.4\,\mbox{GHz}\,\big(m_a/(6\times 10^{-6}\mbox{eV})\big)$. From the event rate $\sim 10^{-3}$ per year in a galaxy, we can determine the mass $\sim 10^{-11}M_{\odot}$ of the axion stars. Using these values we can explain short durations ( $\sim $ms ) and amount of radiation energies ( $\sim 10^{43}$GeV ) of the bursts.",hep-ph
arXiv:1409.6125,"E. F. Keane, E. Petroff, ",Fast radio bursts: search sensitivities and completeness,"In this paper we identify some sub-optimal performance in algorithms that search for Fast Radio Bursts (FRBs), which can reduce the cosmological volume probed by over 20%, and result in missed discoveries and incorrect flux density and sky rate determinations. Re-calculating parameters for all of the FRBs discovered with the Parkes telescope (i.e. all of the reported FRBs bar one), we find some inconsistencies with previously determined values, e.g. FRB 010125 was approximately twice as bright as previously reported. We describe some incompleteness factors not previously considered which are important in determining accurate population statistics, e.g. accounting for fluence incompleteness the Thornton et al. all-sky rate can be re-phrased as ~2500 FRBs per sky per day above a 1.4-GHz fluence of ~2 Jy ms. Finally we make data for the FRBs easily available, along with software to analyse these.",astro-ph.HE
arXiv:1409.5766,"J. I. Katz, ",Implications of Fast Radio Burst Pulse Widths,"The pulse widths, dispersion measures and dispersion indices of Fast Radio Bursts (FRB) impose coupled constraints that all models must satisfy. We show that if the dispersion measures resulted from propagation through the intergalactic medium at cosmological distances and the pulse widths were a consequence of scattering by single thin screens, then the screens' electron densities were $\gtrsim 20$/cm$^3$, $10^8$ times the mean intergalactic density. This problem is resolved if the radiation scattered close to its source, where high densities are possible. Observation of dispersion indices close to their low density limit of $-2$ sets a model-independent upper bound on the electron density and a lower bound on the size of the dispersive plasma cloud, excluding terrestrial or Solar System origin. The scattering and much of the dispersion measures may be attributed to scattering regions about 1 AU from the sources, with electron densities $\sim 3 \times 10^8$/cm$^3$. The inferred parameters are only marginally consistent; re-examination of the assumed relation between dispersion measure and distance is warranted. Origin in an ionized starburst or protogalaxy is suggested, but statistical arguments exclude compact young SNR in the Galactic neighborhood. An appendix applies these arguments to PSR J1745-2900 at the Galactic Center. We suggest that its pulse width and angular broadening may be reconciled if we are near a caustic or focal point produced by refraction, rather than by the classic thin sheet scattering model.",astro-ph.HE
arXiv:1409.5516,Yun-Wei Yu et al.,Implications of fast radio bursts for superconducting cosmic strings,"Highly beamed, short-duration electromagnetic bursts could be produced by superconducting cosmic string (SCS) loops oscillating in cosmic magnetic fields. We demonstrated that the basic characteristics of SCS bursts such as the electromagnetic frequency and the energy release could be consistently exhibited in the recently discovered fast radio bursts (FRBs). Moreover, it is first showed that the redshift distribution of the FRBs can also be well accounted for by the SCS burst model. Such agreements between the FRBs and SCS bursts suggest that the FRBs could originate from SCS bursts and thus they could provide an effective probe to study SCSs. The obtained values of model parameters indicate that the loops generating the FRBs have a small length scale and they are mostly formed in the radiation-dominated cosmological epoch.",astro-ph.HE
arXiv:1409.3244,Z. Zheng et al.,Probing the Intergalactic Medium with Fast Radio Bursts,"The recently discovered fast radio bursts (FRBs), presumably of extra-galactic origin, have the potential to become a powerful probe of the intergalactic medium (IGM). We point out a few such potential applications. We provide expressions for the dispersion measure and rotation measure as a function of redshift, and we discuss the sensitivity of these measures to the HeII reionization and the IGM magnetic field. Finally we calculate the microlensing effect from an isolate, extragalctic stellar-mass compact object on the FRB spectrum. The time delays between the two lensing images will induce constructive and destructive interference, leaving a specific imprint on the spectra of FRBs. With a high all-sky rate, a large statistical sample of FRBs is expected to make these applications feasible.",astro-ph.HE
arXiv:1408.5317,"Christopher L. Carilli, ",Square Kilometre Array key science: a progressive retrospective,"I summarize the science drivers presented at the workshop for Phase I of the Square Kilometre Array: 'Advancing Astrophysics with the Square Kilometre Array'. I build from the historical perspective of the original Key Science programs: 'Science with a Square Kilometre Array', and consider progress in astrophysics since 2004. I then present my 'score card' of the primary science drivers proposed by the Science Working Groups, and further developed in the white papers and presentations at the meeting, assuming a conservative high frequency of 3GHz. The science case for the SKA phase I is compelling, with the right mix of killer applications (eg. pulsars and gravity, 21cm cosmology), foundational radio astronomy (eg. cosmic magnetism, baryon cycle, high energy phenomena), and high risk-high return 'game-changing' programs (eg. fast radio bursts, BAO intensity mapping, SETI). A strong case was made at the conference for band 5 (4 to 15GHz), in particular in the area of planet formation and exobiology. Such a capability engages the rapidly growing exoplanet community, and enables fundamental breakthroughs in most of the key science areas. The case for real-time data spigots that allow for commensal observing is also strong. Ultimately, the greatest discoveries that will come from the SKA are likely even richer still, and beyond prognostication.",astro-ph.IM
arXiv:1408.1333,"Fabrice Mottez, Philippe Zarka, ",Radio emissions from pulsar companions : a refutable explanation for galactic transients and fast radio bursts,"The six known highly dispersed fast radio bursts are attributed to extragalactic radio sources, of unknown origin but extremely energetic. We propose here a new explanation - not requiring an extreme release of energy - involving a body (planet, asteroid, white dwarf) orbiting an extragalactic pulsar. We investigate a theory of radio waves associated to such pulsar-orbiting bodies. We focus our analysis on the waves emitted from the magnetic wake of the body in the pulsar wind. After deriving their properties, we compare them with the observations of various transient radio signals in order to see if they could originate from pulsar-orbiting bodies. The analysis is based on the theory of Alfv\'en wings: for a body immersed in a pulsar wind, a system of two stationary Alfv\'en waves is attached to the body, provided that the wind is highly magnetized. When destabilized through plasma instabilities, Alfv\'en wings can be the locus of strong radio sources convected with the pulsar wind. Assuming a cyclotron maser instability operating in the Alfv\'en wings, we make predictions about the shape, frequencies and brightness of the resulting radio emissions. Because of the beaming by relativistic aberration, the signal is seen only when the companion is perfectly aligned between its parent pulsar and the observer, as for occultations. For pulsar winds with a high Lorentz factor, the whole duration of the radio event does not exceed a few seconds, and it is composed of one to four peaks lasting a few milliseconds each, detectable up to distances of several Mpc. The Lorimer burst, the three isolated pulses of PSR J1928+15, and the recently detected fast radio bursts are all compatible with our model. According to it, these transient signals should repeat periodically with the companion's orbital period. The search of pulsar-orbiting bodies could be an exploration theme for new- or next-generation radio telescopes.",astro-ph.EP
arXiv:1408.0411,Thijs Coenen et al.,The LOFAR Pilot Surveys for Pulsars and Fast Radio Transients,"We have conducted two pilot surveys for radio pulsars and fast transients with the Low-Frequency Array (LOFAR) around 140 MHz and here report on the first low-frequency fast-radio burst limit and the discovery of two new pulsars. The first survey, the LOFAR Pilot Pulsar Survey (LPPS), observed a large fraction of the northern sky, ~1.4 x 10^4 sq. deg, with 1-hr dwell times. Each observation covered ~75 sq. deg using 7 independent fields formed by incoherently summing the high-band antenna fields. The second pilot survey, the LOFAR Tied-Array Survey (LOTAS), spanned ~600 sq. deg, with roughly a 5-fold increase in sensitivity compared with LPPS. Using a coherent sum of the 6 LOFAR ""Superterp"" stations, we formed 19 tied-array beams, together covering 4 sq. deg per pointing. From LPPS we derive a limit on the occurrence, at 142 MHz, of dispersed radio bursts of < 150 /day/sky, for bursts brighter than S > 107 Jy for the narrowest searched burst duration of 0.66 ms. In LPPS, we re-detected 65 previously known pulsars. LOTAS discovered two pulsars, the first with LOFAR or any digital aperture array. LOTAS also re-detected 27 previously known pulsars. These pilot studies show that LOFAR can efficiently carry out all-sky surveys for pulsars and fast transients, and they set the stage for further surveying efforts using LOFAR and the planned low-frequency component of the Square Kilometer Array.",astro-ph.SR
arXiv:1407.5653,"Subhash N. Karbelkar, ",Ecliptic proximity and clustering of fast radio bursts,"It is pointed out that the positional distribution of Fast Radio Bursts (FRBs) shows proximity and clustering around the ecliptic. Their dispersion measure (DM) has a weak (80 percent significance level) correlation with the magnitude of the ecliptic latitude. The so called Perytons, however, show no significant proximity to any one of the three astronomical planes, viz celestial, ecliptic or galactic, although they are closer to the galactic plane.",astro-ph.HE
arXiv:1407.1088,"Yuu Niino, Tomonori Totani, Jun E. Okumura, ",Unveiling the Origin of Fast Radio Bursts by Optical Follow Up Observations,"We discuss how we can detect and identify counterparts of fast radio bursts (FRBs) in future optical follow up observations of FRBs if real-time alert of FRBs becomes available. We consider kilonovae as candidates of FRB optical counterparts, as expected in the case that FRBs originate from mergers of double neutron star binaries. Although theoretical predictions on luminosities of kilonovae are still highly uncertain, recent models suggest that kilonovae can be detected at redshifts up to z $\sim$ 0.3 within the range of the uncertainties. We expect $\sim$ 1--5 unrelated supernovae (SNe) down to a similar variability magnitude in 5 days interval within the typical error radius of a FRB. We show that, however, a kilonova can be distinguished from these SNe by its rapid decay and/or color evolution, making it possible to verify the existence of a kilonova associated with a FRB. We also discuss the case that SNe Ia are FRB optical counterparts, as it might be if FRBs originate from double white dwarf binaries. Verification of this scenario is also possible, since the chance probability of finding a SNe Ia having consistent explosion time with that of a FRB within the FRB error region is small (typically $\lesssim$ 0.01).",astro-ph.HE
arXiv:1407.0400,"S. Burke-Spolaor, K. W. Bannister, ",The Galactic Position Dependence of Fast Radio Bursts and the Discovery of FRB 011025,"We report the detection of a dispersed Fast Radio Burst (FRB) in archival intermediate-latitude Parkes Radio Telescope data. The burst appears to be of the same physical origin as the four purported extragalactic FRBs reported by Thornton et al. (2013). This burst's arrival time precedes the Thornton et al.~bursts by ten years. We consider that this survey, and many other archival low-latitude (|gb|<30deg) pulsar surveys, have been searched for FRBs but produced fewer detections than the comparatively brief Thornton et al.~search. Such a rate dependence on Galactic position could provide critical supporting evidence for an extragalactic origin for FRBs. To test this, we form an analytic expression to account for Galactic position and survey setup in FRB rate predictions. Employing a sky temperature, scattering, and dispersion model of the Milky Way, we compute the expected number of FRBs if they are isotropically distributed on the sky w.r.t. Galactic position (i.e. local), and if they are of extragalactic origin. We demonstrate that the relative detection rates reject a local origin with a confidence of 99.96% (~3.6 sigma). The extragalactic predictions provide a better agreement, however are still strong discrepancies with the low-latitude detection rate at a confidence of 99.69% (~2.9 sigma). However, for the extragalactic population, the differences in predicted vs.~detected population may be accounted for by a number of factors, which we discuss.",astro-ph.HE
arXiv:1407.0348,"Shuang-Xi Yi, He Gao, Bing Zhang, ",Multi-wavelength afterglows of fast radio bursts,"The physical nature of fast radio bursts (FRBs) is not identified. Detecting electromagnetic counterparts in other wavelengths is essential to measure their distances and to settle down their physical nature. Assuming that at least some of them are of a cosmological origin, we calculate their afterglow lightcurves in multi-wavelengths (X-rays, optical and radio) by assuming a range of their total kinetic energies and redshifts. We focus on forward shock emission, but also consider the possibility that some of them might have bright reverse shock emission. In general, the FRB afterglows are too faint to be detected by current detectors. Only if an FRB has a very low radiative efficiency in radio (hence, a very large kinetic energy), and when it is close enough, can its afterglow be detected in the optical and radio bands. We discuss observational strategies to detect these faint afterglows using future telescopes such as LSST and EVLA.",astro-ph.HE
arXiv:1406.5214,K. Stovall et al.,"The Green Bank Northern Celestial Cap Pulsar Survey - I: Survey Description, Data Analysis, and Initial Results","We describe an ongoing search for pulsars and dispersed pulses of radio emission, such as those from rotating radio transients (RRATs) and fast radio bursts (FRBs), at 350 MHz using the Green Bank Telescope. With the Green Bank Ultimate Pulsar Processing Instrument, we record 100 MHz of bandwidth divided into 4,096 channels every 81.92 $\mu s$. This survey will cover the entire sky visible to the Green Bank Telescope ($\delta > -40^\circ$, or 82% of the sky) and outside of the Galactic Plane will be sensitive enough to detect slow pulsars and low dispersion measure ($<$30 $\mathrm{pc\,cm^{-3}}$) millisecond pulsars (MSPs) with a 0.08 duty cycle down to 1.1 mJy. For pulsars with a spectral index of $-$1.6, we will be 2.5 times more sensitive than previous and ongoing surveys over much of our survey region. Here we describe the survey, the data analysis pipeline, initial discovery parameters for 62 pulsars, and timing solutions for 5 new pulsars. PSR J0214$+$5222 is an MSP in a long-period (512 days) orbit and has an optical counterpart identified in archival data. PSR J0636$+$5129 is an MSP in a very short-period (96 minutes) orbit with a very low mass companion (8 $M_\mathrm{J}$). PSR J0645$+$5158 is an isolated MSP with a timing residual RMS of 500 ns and has been added to pulsar timing array experiments. PSR J1434$+$7257 is an isolated, intermediate-period pulsar that has been partially recycled. PSR J1816$+$4510 is an eclipsing MSP in a short-period orbit (8.7 hours) and may have recently completed its spin-up phase.",astro-ph.HE
arXiv:1406.3520,"Yun-Wei Yu, ",Revisiting the dispersion measure of fast radio bursts associated with gamma-ray burst afterglows,"Some fast radio bursts (FRBs) are expected to be associated with the afterglow emission of gamma-ray bursts (GRBs), while a short-lived, supermassive neutron star (NS) forms during the GRBs. I investigate the possible contributions to the dispersion measure (DM) of the FRBs from the GRB ejecta and the wind blown from the precollapsing NS. On the one hand, sometimes an internal X-ray plateau afterglow could be produced by the NS wind, which indicates that a great number of electron-positron pairs are carried by the wind. If the pair-generation radius satisfies a somewhat rigorous condition, the relativistic and dense wind would contribute a high DM to the associated FRB, which can be comparable to and even exceed the DM contributed by the intergalactic medium. On the other hand, if the wind only carries a Goldreich-Julian particle flux, its DM contribution would become negligible; meanwhile, the internal plateau afterglow would not appear. Alternatively, the FRB should be associated with a GRB afterglow produced by the GRB external shock, i.e., an energy-injection-caused shallow-decay afterglow or a normal single-power-law afterglow if the impulsive energy release of the GRB is high enough. In the latter case, the DM contributed by the high-mass GRB ejecta could be substantially important, in particular, for an environment of main-sequence stellar wind. In summary, a careful assessment on the various DM contributors could be required for the cosmological application of the expected FRB-GRB association. The future DM measurements of GRB-associated FRBs could provide a constraint on the physics of NS winds.",astro-ph.SR
arXiv:1406.1850,Divya Palaniswamy et al.,A Search for Fast Radio Bursts Associated with Gamma-Ray Bursts,"The detection of six Fast Radio Bursts (FRBs) has recently been reported. FRBs are short duration ($\sim$ 1 ms), highly dispersed radio pulses from astronomical sources. The physical interpretation for the FRBs remains unclear but is thought to involve highly compact objects at cosmological distance. It has been suggested that a fraction of FRBs could be physically associated with gamma-ray bursts (GRBs). Recent radio observations of GRBs have reported the detection of two highly dispersed short duration radio pulses using a 12 m radio telescope at 1.4 GHz. Motivated by this result, we have performed a systematic and sensitive search for FRBs associated with GRBs. We have observed five GRBs at 2.3 GHz using a 26 m radio telescope located at the Mount Pleasant Radio Observatory, Hobart. The radio telescope was automated to rapidly respond to Gamma-ray Coordination Network notifications from the Swift satellite and slew to the GRB position within $\sim$ 140 s. The data were searched for pulses up to 5000 pc $\rm cm^{-3}$ in dispersion measure and pulse widths ranging from 640 $\rm \mu$s to 25.60 ms. We did not detect any events $\rm \geq 6 \sigma$. An in-depth statistical analysis of our data shows that events detected above $\rm 5 \sigma$ are consistent with thermal noise fluctuations only. A joint analysis of our data with previous experiments shows that previously claimed detections of FRBs from GRBs are unlikely to be astrophysical. Our results are in line with the lack of consistency noted between the recently presented FRB event rates and GRB event rates.",astro-ph.HE
arXiv:1405.5945,E. Petroff et al.,An absence of fast radio bursts at intermediate galactic latitudes,"Fast radio bursts (FRBs) are an emerging class of bright, highly dispersed radio pulses. Recent work by Thornton et al. (2013) has revealed a population of FRBs in the High Time Resolution Universe (HTRU) survey at high Galactic latitudes. A variety of progenitors have been proposed including cataclysmic events at cosmological distances, Galactic flare stars, and terrestrial radio frequency interference. Here we report on a search for FRBs at intermediate Galactic latitudes ($-15^{\circ}$ $< b <$ 15$^{\circ}$) in data taken as part of the HTRU survey. No FRBs were discovered in this region. Several effects such as dispersion, scattering, sky temperature and scintillation decrease the sensitivity by more than 3$\sigma$ in $\sim$20\% of survey pointings. Including all of these effects, we exclude the hypothesis that FRBs are uniformly distributed on the sky with 99\% confidence. This low probability implies that additional factors -- not accounted for by standard Galactic models -- must be included to ease the discrepancy between the detection rates at high and low Galactic latitudes. A revised rate estimate or another strong and heretofore unknown selection effect in Galactic latitude would provide closer agreement between the surveys' detection rates. The dearth of detections at low Galactic latitude disfavors a Galactic origin for these bursts.",astro-ph.HE
arXiv:1405.5250,"E. F. Keane, ",A search for coherent radio emission from RX J0648.0-4418,"RX J0648.0-4418 is a compact star with a spin period of 13.2 s. It is either the most rapidly rotating white dwarf known or a slowly rotating neutron star. Here we report on the first searches for coherent pulsar-like radio emission from RX J0648.0-4418, both for sporadic bursts and steady periodic emission. No such emission was detected, with our limits suggesting that no such mechanism is active. We further searched our data for fast radio bursts to a dispersion measure corresponding to a redshift of ~12. We did not detect any such events.",astro-ph.SR
arXiv:1404.2934,L. G. Spitler et al.,Fast Radio Burst Discovered in the Arecibo Pulsar ALFA Survey,"Recent work has exploited pulsar survey data to identify temporally isolated, millisecond-duration radio bursts with large dispersion measures (DMs). These bursts have been interpreted as arising from a population of extragalactic sources, in which case they would provide unprecedented opportunities for probing the intergalactic medium; they may also be linked to new source classes. Until now, however, all so-called fast radio bursts (FRBs) have been detected with the Parkes radio telescope and its 13-beam receiver, casting some concern about the astrophysical nature of these signals. Here we present FRB 121102, the first FRB discovery from a geographic location other than Parkes. FRB 121102 was found in the Galactic anti-center region in the 1.4-GHz Pulsar ALFA survey with the Arecibo Observatory with a DM = 557.4 $\pm$ 3 pc cm$^{-3}$, pulse width of $3\; \pm 0.5$ ms, and no evidence of interstellar scattering. The observed delay of the signal arrival time with frequency agrees precisely with the expectation of dispersion through an ionized medium. Despite its low Galactic latitude ($b = -0.2^{\circ}$), the burst has three times the maximum Galactic DM expected along this particular line-of-sight, suggesting an extragalactic origin. A peculiar aspect of the signal is an inverted spectrum; we interpret this as a consequence of being detected in a sidelobe of the ALFA receiver. FRB 121102's brightness, duration, and the inferred event rate are all consistent with the properties of the previously detected Parkes bursts.",astro-ph.HE
